1366869637|--cpu:2635,5728,1940,328,6648,768687,383,0,0
1366869639|--cpu:2636,5731,1940,328,6651,768887,383,0,0
1366869758|--cpu:2711,5843,1941,334,6746,780412,383,0,0
1366869759|--cpu:2712,5845,1941,334,6749,780517,383,0,0
1366869759|--cpu:2713,5846,1941,334,6749,780570,383,0,0
